,latitude,longitude,elevation,pm25,no2,temp,humidity,wind_speed,wind_deg,wind_u,wind_v,stagnation,upwind_fire_intensity,upwind_fire_count,hour_of_day,day_of_week,month,weekend,hour_sin,hour_cos,dayofyear_sin,dayofyear_cos,season_winter,season_summer,season_monsoon,season_post_monsoon,upwind_fire_transport_index,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_24,no2_lag_1,no2_lag_2,no2_lag_3,no2_lag_24,pm25_roll_mean_6,pm25_roll_std_6,pm25_roll_mean_12,pm25_roll_std_12,pm25_roll_mean_24,pm25_roll_std_24,no2_roll_mean_6,no2_roll_std_6,no2_roll_mean_12,no2_roll_std_12,no2_roll_mean_24,no2_roll_std_24
pm25_lag_3,0.08081597102355906,0.29336093017941345,,0.9005945936988436,0.42769560464722695,-0.32913802501251355,-0.06820187692065173,-0.16153016424619787,0.08805433773134558,0.16921509599991788,-0.06182624525892997,0.16251160501361,0.02590939763429403,0.048281040685203266,0.03736764582592202,-0.016691865477794998,0.07569402777942894,-0.007471148720638308,-0.030798956156783096,0.06479628102815103,0.020832993508118926,0.46039155233803974,0.3437181435591045,-0.1145342102625102,-0.3634695052246645,0.14156213975730453,0.009694247554285445,0.9335121750150956,0.9679211344003443,1.0,0.7591427535578295,0.44146178639774236,0.4568824874395552,0.4725788471587614,0.4064088185943436,0.9821144309329549,0.4534550798686767,0.9507054274800935,0.5541754033574718,0.9036666888047074,0.6188017830793354,0.48021332601953276,0.20717404303109258,0.4956351882718863,0.292480147686983,0.4887109544359402,0.3393118500379988
pm25_lag_24,0.07912375839071682,0.2888412734990843,,0.7755525765778696,0.4188288491916976,-0.3299126766759434,-0.054543853734386,-0.1289554799224478,0.06752134282838194,0.16746654094696029,-0.037445027684410256,0.16387856505255846,0.023047713584186332,0.043999865424227104,0.04576642484315967,-0.010611272940829693,0.06493054913544018,-0.013245225504617581,-0.07037030463565844,0.022717621323517442,0.02755985049082453,0.45624422520354724,0.34256006720785676,-0.10841184591949982,-0.3612572811305856,0.1346999509186675,0.00876187148301001,0.7746446738259353,0.7684772821939929,0.7591427535578295,1.0,0.4278246941767258,0.4328483400748367,0.4330216108370531,0.4729052665178718,0.7873090705254269,0.3993457052235573,0.7972166827034218,0.4866323213120745,0.868258441973635,0.6019136092395363,0.4461223455185549,0.22332974446706266,0.4512710750013179,0.29240442390357185,0.469743239441749,0.32644431965443366
no2_lag_1,-0.09248010149866309,0.1810442303154497,,0.4798618468635888,0.9583887489981765,-0.1830809993671521,-0.06889172848870936,-0.11374883398955346,0.030659701970590578,0.11447643988332569,-0.04169715455077826,0.15870796459281647,-0.027929982448636505,-0.018822673549996963,0.07423831663726724,-0.013929160617015221,0.007507355853533084,-0.011581591824969957,-0.1129465927837914,-0.018278379075795763,0.052967287480343204,0.3511804894915585,0.22223946723753452,-0.04965869662796506,-0.2951978198999872,0.13079573401565683,-0.03369098183421218,0.47245095528834535,0.4568259924465357,0.44146178639774236,0.4278246941767258,1.0,0.9582851729688145,0.9153951643080308,0.7510049137345339,0.46405044614604407,0.20584220908315012,0.45138391608582484,0.2688486927613524,0.4595869321786774,0.312064182804946,0.9627722712661291,0.49315403053737306,0.9001204065365004,0.5706867845509561,0.8599301517645558,0.5917320708033619
no2_lag_2,-0.09259270086520732,0.18101760582449916,,0.4818699036999363,0.9156197311129529,-0.1879410079841711,-0.06211612398958446,-0.1159285946838395,0.023092342511555817,0.11055873850147777,-0.0363052884328997,0.15477927399155567,-0.027492522034169645,-0.01804831581973889,0.08076118167949309,-0.013586631156430043,0.00743782615371067,-0.011769291519478954,-0.11321857141596058,0.011429006734258684,0.05313493963685096,0.351486610193109,0.22271330564573477,-0.04961962410254436,-0.2953033289393573,0.13039857991874196,-0.03355655546973293,0.47994503254497534,0.47251321838297405,0.4568824874395552,0.4328483400748367,0.9582851729688145,1.0,0.9581676645691195,0.7373283154144001,0.4754291494691331,0.2090015912073103,0.45876961234190744,0.2713901368026783,0.4617623198409508,0.31403952763620036,0.9773788649470357,0.47287484149138703,0.9198934628371902,0.5704516120221578,0.8674509662541758,0.594741468053703
no2_lag_3,-0.09272383831788418,0.18097955674559876,,0.4778665680611561,0.8718455713134725,-0.19034537233927748,-0.0579288021213567,-0.11683302065358113,0.018768346531451163,0.10798960284057417,-0.033452049920311325,0.14707244241229253,-0.026741922851750838,-0.0171527758936081,0.08185057222769941,-0.013241013138386798,0.00738590249036581,-0.011965192123570442,-0.10579871000617296,0.04025543459435395,0.053311056873080874,0.35181615403942923,0.22320127695469666,-0.04959154922421652,-0.2954530470066824,0.1300433170852139,-0.03307884316578289,0.4819407451077515,0.4799948212613487,0.4725788471587614,0.4330216108370531,0.9153951643080308,0.9581676645691195,1.0,0.7192314723154677,0.4841055457056734,0.20710816856994177,0.4659004522262974,0.2727390517418729,0.46375361489249306,0.31564987037671455,0.9773597810842584,0.44856245870157946,0.934836352998228,0.5635908562128488,0.8738203445487505,0.5963076545544643
no2_lag_24,-0.09354706176805347,0.1792419495590048,,0.4336937047309473,0.7553990037546867,-0.17747100632591445,-0.0717482256158047,-0.08520769458902187,0.03991456834860244,0.12047787967913512,-0.049430221652945375,0.13761071982856934,-0.026151819057673838,-0.020610094525441953,0.06637533032874258,-0.0025339280693437312,0.007402223272084125,-0.006936851024900624,-0.10734295982513009,-0.05041187194362397,0.05492408652312523,0.35873490599296115,0.231458080471148,-0.04865776459305722,-0.2977511359882466,0.1233602131735775,-0.030775864145552233,0.4247873398123286,0.4152235919185055,0.4064088185943436,0.4729052665178718,0.7510049137345339,0.7373283154144001,0.7192314723154677,1.0,0.42613070472095393,0.19180394197540537,0.431087474801554,0.2547081566057362,0.4669022868154016,0.3046934968394108,0.756455092968938,0.43117747086389047,0.7526504931689055,0.5021335001289609,0.8322270877495754,0.564551962570555
pm25_roll_mean_6,0.08359178124592888,0.3031740899384117,,0.9501810252971847,0.45139722882118954,-0.3412117061658165,-0.06937847752298741,-0.1675414393900936,0.09205076618848027,0.176593409797724,-0.06453458495777273,0.17496162860082345,0.026760982530057605,0.04995806552334246,0.034970320257410564,-0.01787488432146564,0.07852314919372454,-0.007986511966769505,-0.03625353874038817,0.056150538151205714,0.021366219058956276,0.4757006579120908,0.3549696127649588,-0.1184200192128468,-0.37554603035659956,0.14650802582622863,0.009909844963541322,0.9712996840899037,0.9821473976827734,0.9821144309329549,0.7873090705254269,0.46405044614604407,0.4754291494691331,0.4841055457056734,0.42613070472095393,1.0,0.4709496145854471,0.972009031004422,0.5695655835950045,0.9294436853848327,0.6363766125653283,0.4963171298336872,0.22156253148579197,0.50959747338445,0.3048799895396881,0.5043205809057654,0.35070533700621326
pm25_roll_std_6,0.07945051567824876,0.1519331006582905,,0.46835081682082974,0.200363406794784,-0.13703643797343057,-0.06944061730453925,-0.07443249273031252,0.047944584753115596,0.11303593778175755,-0.01712386360722538,0.06507359947569595,0.025329398315089048,0.03647194761019996,0.052890374532249367,-0.010638308594738948,-0.0006739177048759387,-0.009985004013547362,-0.05221656167028965,-0.03485477769020863,0.02442279086074765,0.19314682977699504,0.1139470952258275,-0.013068021762257168,-0.1892846970411582,0.09459591990067065,0.0210433089567979,0.46913938767537683,0.46272501406835925,0.4534550798686767,0.3993457052235573,0.20584220908315012,0.2090015912073103,0.20710816856994177,0.19180394197540537,0.4709496145854471,1.0,0.4567686888852842,0.8125653059920456,0.4517044537848578,0.6661968768899026,0.21065416631568815,0.3463837309420849,0.1968549485978272,0.34680803814529343,0.20548279706581282,0.2855102913037678
pm25_roll_mean_12,0.08568191274626785,0.3114807542970651,,0.9083917570946785,0.4441675976917456,-0.33369382165372663,-0.08819945710086952,-0.16661027718560112,0.09818132476977548,0.17811504638134476,-0.06692381410805985,0.1609483588631534,0.027804707459882512,0.04813292057528971,-0.013757053317209987,-0.01746715086038043,0.07882702407214903,-0.008750975493490158,0.010562373095030587,0.04786062204299583,0.023103932428470007,0.4897847997912106,0.366167500251566,-0.121433281431605,-0.38666317772259895,0.1497010650022733,0.011588318215124743,0.9260039289819989,0.9401294779950925,0.9507054274800935,0.7972166827034218,0.45138391608582484,0.45876961234190744,0.4659004522262974,0.431087474801554,0.972009031004422,0.4567686888852842,1.0,0.5738210586879973,0.9680881694095216,0.65776248821781,0.4819151250263676,0.22233265595760804,0.5131441225433098,0.29644099874305185,0.5202472585431267,0.35932301500931374
pm25_roll_std_12,0.08783641172509084,0.18855281984824163,,0.5475580507251754,0.26581035543930615,-0.20231399815757636,-0.05072196523420273,-0.09732431546650586,0.052067155503050626,0.12872607319697377,-0.015468642748973426,0.11681986036854063,0.026683862430596922,0.03842658215989568,0.055475884360381894,-0.0159028308435112,0.005483591511906408,-0.014155347195014307,-0.06308304725689087,0.015642736377707165,0.025326955327947643,0.2504861849900485,0.15063892680205757,-0.02686867391956115,-0.2355215119641653,0.11885157142943184,0.019579140904553715,0.5543548301780665,0.5561844066007742,0.5541754033574718,0.4866323213120745,0.2688486927613524,0.2713901368026783,0.2727390517418729,0.2547081566057362,0.5695655835950045,0.8125653059920456,0.5738210586879973,1.0,0.5663944137056399,0.839928682741868,0.2816911172076581,0.3304146409346406,0.2784875176627831,0.4035648170830163,0.2792928443045918,0.36273404322953035
pm25_roll_mean_24,0.08792073638398856,0.3206235288640618,,0.8829800939264898,0.45720906748831197,-0.3282345896353607,-0.10774677720312609,-0.1544470940343441,0.10311712715632239,0.18851780196686158,-0.06960337195828552,0.14701564055624256,0.03186211163861119,0.0501878440306684,-0.0001427248667434046,-0.01545503176590614,0.07793457005753944,-0.010348370565936354,-4.691370157201925e-06,-0.0010464906436794355,0.025962077192541847,0.5050679075752551,0.37831544260829136,-0.12373144506381512,-0.3990346125515016,0.15257777878809886,0.01703844274156177,0.8911358045270755,0.8979167172362547,0.9036666888047074,0.868258441973635,0.4595869321786774,0.4617623198409508,0.46375361489249306,0.4669022868154016,0.9294436853848327,0.4517044537848578,0.9680881694095216,0.5663944137056399,1.0,0.6803225042370618,0.4827077556943029,0.23972792185430236,0.5071777230947018,0.3075083205063029,0.5341440176702724,0.36799795888906744
pm25_roll_std_24,0.09778289340411463,0.22992575286641942,,0.6061608313190855,0.3099150113914236,-0.21061387411910715,-0.08611694074154576,-0.11231331274278385,0.06137116222693869,0.13642977616647334,-0.0191048534020815,0.10411241944653632,0.03187008156636248,0.045708301590542094,0.003442200166025363,-0.01881236678381427,0.005122309200834781,-0.014778156023843964,-0.004385915821341403,0.010441232408407835,0.035200309052305236,0.3022588288196482,0.18975539162402638,-0.033634245622659605,-0.2778384665025182,0.1300801741976617,0.02361068995715863,0.6125264593498975,0.6166035277619456,0.6188017830793354,0.6019136092395363,0.312064182804946,0.31403952763620036,0.31564987037671455,0.3046934968394108,0.6363766125653283,0.6661968768899026,0.65776248821781,0.839928682741868,0.6803225042370618,1.0,0.32797174264210954,0.30557999406979836,0.3419659406783102,0.3751159894080998,0.3536031149859316,0.41467175369044007
no2_roll_mean_6,-0.09672387428858638,0.18891148309040884,,0.4940335278136892,0.9344370010909481,-0.19432766114743372,-0.06583211027590673,-0.11982959782496698,0.02576396525285076,0.11566436303860246,-0.03905919263999508,0.15397707418201853,-0.027868773200941797,-0.018304877648204893,0.07736792228969763,-0.01403944372079105,0.007796356862738527,-0.01233555561918901,-0.10412072998081644,0.024406449173861183,0.05554014002352989,0.36704667246270406,0.23272651397275643,-0.05175379312899198,-0.30833814187756886,0.13592112640365095,-0.03416848004473031,0.4937914254303769,0.4889002753811764,0.48021332601953276,0.4461223455185549,0.9627722712661291,0.9773788649470357,0.9773597810842584,0.756455092968938,0.4963171298336872,0.21065416631568815,0.4819151250263676,0.2816911172076581,0.4827077556943029,0.32797174264210954,1.0,0.47789108815069414,0.9611629478698386,0.5838606839194577,0.9071878788480838,0.6198310911952715
no2_roll_std_6,-0.15127383773032352,0.08140303069206489,,0.23824660793892302,0.5000070048145561,-0.01961464632117162,-0.06599524229318109,-0.07129591920320827,-0.0010369799516027093,0.06202224923279,-0.02630251354905517,0.07210070337531857,-0.029067613578428096,-0.023312441746052407,0.06802117637875606,-0.01740277878127901,0.0205048522934555,-0.02261322424544379,-0.07873920142439478,-0.06705697587709342,0.0293033673221082,0.15993497869065337,0.04787589299192789,0.007666357661591239,-0.17697626311451703,0.1279601147214561,-0.028745618106837685,0.22676576720885308,0.2157810752757931,0.20717404303109258,0.22332974446706266,0.49315403053737306,0.47287484149138703,0.44856245870157946,0.43117747086389047,0.22156253148579197,0.3463837309420849,0.22233265595760804,0.3304146409346406,0.23972792185430236,0.30557999406979836,0.47789108815069414,1.0,0.4433819746088022,0.8182428300114631,0.4487431847287268,0.6851887926086696
no2_roll_mean_12,-0.10087844525274009,0.1964369252162759,,0.4887695402510259,0.8758028518542824,-0.19076560960594863,-0.07544516218290977,-0.12408266404343067,0.025062648767820092,0.11631822525617641,-0.038452496069074374,0.13722233291750452,-0.026600049767288827,-0.017526454571362725,0.023561304586447205,-0.013276892747868222,0.008050882144317019,-0.01280027621902458,-0.03965283105385404,0.0658761497145208,0.05834503798221812,0.3831498718916636,0.24398984208449426,-0.05361590641703165,-0.32150292632502697,0.1400847197160611,-0.032781754535231244,0.4927094108262985,0.4949646433378519,0.4956351882718863,0.4512710750013179,0.9001204065365004,0.9198934628371902,0.934836352998228,0.7526504931689055,0.50959747338445,0.1968549485978272,0.5131441225433098,0.2784875176627831,0.5071777230947018,0.3419659406783102,0.9611629478698386,0.4433819746088022,1.0,0.5719474395812708,0.9570605589834075,0.6449350688481235
no2_roll_std_12,-0.1747302172989267,0.11608577258095032,,0.31052854256724544,0.5617150409402115,-0.06111447989441774,-0.045648302172885444,-0.084753679440612,-0.005268396015380595,0.06872973620809698,-0.02635156367393558,0.1022947882975017,-0.031109370246108672,-0.02492927517417549,0.07275855348320881,-0.016944080304233666,0.03140273424325405,-0.021511826655400666,-0.09805467739333784,0.006205518817748714,0.03378787851461018,0.2014610199901918,0.06477459544904264,0.007755145141374463,-0.2187549750490686,0.15423286841645004,-0.032125194053247236,0.3063833454049863,0.3001283445742176,0.292480147686983,0.29240442390357185,0.5706867845509561,0.5704516120221578,0.5635908562128488,0.5021335001289609,0.3048799895396881,0.34680803814529343,0.29644099874305185,0.4035648170830163,0.3075083205063029,0.3751159894080998,0.5838606839194577,0.8182428300114631,0.5719474395812708,1.0,0.560589487112853,0.8540723647964182
no2_roll_mean_24,-0.10574804585339596,0.20497857952726892,,0.4854940158905074,0.8510494471260845,-0.15778984231363932,-0.1259805595586421,-0.10984736915745787,0.04604604786463287,0.1303016891821088,-0.05725974818181227,0.09375855624966582,-0.02572939779926487,-0.01920457250693849,-0.0007894361427016823,-0.00963760171436956,0.008135693013175557,-0.011560882962361666,0.0010871615166021516,-0.0043251056903005295,0.06164671351857627,0.40313470231203835,0.2582169352501209,-0.05590845912456387,-0.3371318057162066,0.1442566114234688,-0.030510703487569367,0.48686976327186127,0.48789065682033683,0.4887109544359402,0.469743239441749,0.8599301517645558,0.8674509662541758,0.8738203445487505,0.8322270877495754,0.5043205809057654,0.20548279706581282,0.5202472585431267,0.2792928443045918,0.5341440176702724,0.3536031149859316,0.9071878788480838,0.4487431847287268,0.9570605589834075,0.560589487112853,1.0,0.6680930351716586
no2_roll_std_24,-0.20146350117557915,0.14512307528445104,,0.3400502029852691,0.5866129972789734,-0.038108511123226683,-0.09123448030327262,-0.08876548513155912,0.004674322374794498,0.07040457815863556,-0.04119394062247475,0.06700489034098428,-0.03410394413256025,-0.028948013981512994,0.004920837791150092,-0.007075619533027774,0.035061127173541574,-0.012116196826165557,-0.006371625137090333,0.0041372824114637935,0.04673137402332278,0.23768918985912613,0.08731507554060212,0.012869662826265055,-0.25560164904275595,0.16512688625688487,-0.03426526182342577,0.34014605488420063,0.3398397610211451,0.3393118500379988,0.32644431965443366,0.5917320708033619,0.594741468053703,0.5963076545544643,0.564551962570555,0.35070533700621326,0.2855102913037678,0.35932301500931374,0.36273404322953035,0.36799795888906744,0.41467175369044007,0.6198310911952715,0.6851887926086696,0.6449350688481235,0.8540723647964182,0.6680930351716586,1.0
